id,Action
1,0.04518860487743177
2,0.9947244802791702
3,0.9851636303987009
4,0.8988693605635745
5,0.999427754389002
6,0.9984355674869042
7,0.6435186690639125
8,0.9994909449525897
9,0.36217421316163234
10,0.9251240544644118
11,0.922753710001984
12,0.6581219675552334
13,0.9582370956914233
14,0.04011303196211153
15,0.8122378011204314
16,0.9731220708719432
17,0.04292713612623418
18,0.2971354540562392
19,0.9976298586632896
20,0.9921347085468862
21,0.9772447397650503
22,0.8740659848263224
23,0.9714990481297238
24,0.8654159882485775
25,0.9848863511618385
26,0.5810480053714555
27,0.9548173741879338
28,0.5125709165718898
29,0.9794000596252745
30,0.695369491962919
31,0.9626328195272309
32,0.9225267899554797
33,0.843800568955662
34,0.9895263592021986
35,0.9493750162398369
36,0.9935621492465396
37,0.9471848119316342
38,0.9534924770580636
39,0.7990015994479152
40,0.7300954177260379
41,0.09833157664606026
42,0.9953720486024598
43,0.898860347926124
44,0.992810124221112
45,0.9867473538594937
46,0.5904680764628369
47,0.999389038774552
48,0.8702217665766125
49,0.9991327473172612
50,0.9604415809009381
51,0.5814210098000391
52,0.9737937465571903
53,0.943965216155732
54,0.9987406282876887
55,0.9787192723470614
56,0.8809224447925078
57,0.9556487488078869
58,0.9976847139501526
59,0.9779263225314987
60,0.9957406253153713
61,0.9936684717101334
62,0.9529956466344502
63,0.9000532243453051
64,0.9925714768052716
65,0.9816173963673618
66,0.9729219459689358
67,0.9165999288019566
68,0.998880098380616
69,0.9039011464471778
70,0.04348068584676476
71,0.9147472083745706
72,0.9914342512472444
73,0.9946637016833829
74,0.9831419890019043
75,0.9816173259397888
76,0.9949875003340739
77,0.9868256775357134
78,0.5191266861570161
79,0.07014419226451457
80,0.957273842924813
81,0.998953122103452
82,0.957098361578979
83,0.9574204450407882
84,0.9945203200424587
85,0.9264549668005146
86,0.5845617821764317
87,0.9570709446930695
88,0.9776432804249199
89,0.993793466175837
90,0.3427938098953597
91,0.935761430796694
92,0.19353728370580536
93,0.9979937998505527
94,0.7998511533333063
95,0.9561978011575922
96,0.974328326567732
97,0.05578254933305017
98,0.9343364690094745
99,0.9926868453652756
100,0.9920306450286546
101,0.7509449291280336
102,0.5909916823822152
103,0.9559149479115975
104,0.6541254037508616
105,0.11705893401957718
106,0.9878759225135324
107,0.9978501021498538
108,0.8928053478582773
109,0.9871762001817629
110,0.9234710074863057
111,0.2738401059763375
112,0.9853750278271096
113,0.6826537928577393
114,0.9939085181175825
115,0.9731310918449616
116,0.9090266434054138
117,0.5666260114637975
118,0.9901553424022305
119,0.9986392659351135
120,0.9844068318786633
121,0.9273944197303031
122,0.9924670470253211
123,0.6128485043463059
124,0.9960662638703556
125,0.9788351464398976
126,0.16618216680428208
127,0.17548149928204704
128,0.291195341412892
129,0.8940238206316201
130,0.9182045895994564
131,0.9974056679968151
132,0.9953786622951096
133,0.9206837341481167
134,0.11231970660317256
135,0.9953924360336986
136,0.8625577570476892
137,0.9807927287878029
138,0.8806874335633315
139,0.7002006403843442
140,0.9989255003511933
141,0.881144812741193
142,0.9720282440121543
143,0.9887568000851996
144,0.9953577547476825
145,0.9992675234455027
146,0.09741635227884414
147,0.04013221102306545
148,0.312758909546184
149,0.9990310345550927
150,0.9920646261449916
151,0.995730558966475
152,0.22535558395078598
153,0.968706076595539
154,0.8705053893820411
155,0.8875383259318887
156,0.7763202299752849
157,0.9393454691835788
158,0.982256991797301
159,0.8911436024780095
160,0.8061852054870485
161,0.23631351738967774
162,0.9944446369705834
163,0.9930912896152273
164,0.9093568299249897
165,0.9656506116366026
166,0.9996528698715431
167,0.6288713638314952
168,0.9470380773164968
169,0.978129604924484
170,0.9892353759987392
171,0.9921058274067928
172,0.993375890217871
173,0.934788770806847
174,0.9912057156310703
175,0.9955925125970587
176,0.9986023716596112
177,0.7221829033950155
178,0.9925395558144255
179,0.9718659808793757
180,0.2611175408301323
181,0.2729380669999127
182,0.8978000254663187
183,0.43984009630427073
184,0.8408388422830977
185,0.9936305142327938
186,0.27768014029808896
187,0.9954540912621753
188,0.7663075344833714
189,0.24149177279681983
190,0.9896025529975687
191,0.9996258602357478
192,0.9605201893179421
193,0.9987856677211036
194,0.9917759424157424
195,0.9591951082832453
196,0.9977837115516902
197,0.9923679734489315
198,0.9075081183041315
199,0.9953300778609229
200,0.10768714105434507
201,0.9912579213662227
202,0.9741475054629283
203,0.6079190706405148
204,0.7307020633878814
205,0.9963234978123455
206,0.9753613565367985
207,0.9779950088583929
208,0.9465671595224847
209,0.02687403801312238
210,0.5100666502515208
211,0.6690466121095818
212,0.9551501907268362
213,0.9991767270809517
214,0.845130156248859
215,0.9472732756172515
216,0.640565581275458
217,0.6484719776499495
218,0.9970787704536078
219,0.9878823505799216
220,0.4907020628229587
221,0.013503075711982745
222,0.9992791269879022
223,0.9987074291449214
224,0.7671030854370589
225,0.8400569065583033
226,0.25145470669831144
227,0.6051566617263349
228,0.941942630137294
229,0.9994415160310713
230,0.9695360502916057
231,0.93060302454786
232,0.8357317575060018
233,0.7765029414643397
234,0.05656655276609384
235,0.889606755597143
236,0.639434351928798
237,0.7372007569070586
238,0.6883053105941235
239,0.5394225567241323
240,0.9830498688379096
241,0.9216540660916213
242,0.015991825372487563
243,0.04964555446670208
244,0.9402861940334529
245,0.5716368303276426
246,0.976358846953996
247,0.9250029291947646
248,0.9511778807513543
249,0.9396494825865946
250,0.9837012240305892
251,0.9852033115721767
252,0.4918302798587342
253,0.9957550324947906
254,0.9981212621649652
255,0.999424747673641
256,0.9078829831711748
257,0.9921966781996439
258,0.600749089625133
259,0.3676055499182528
260,0.9986386769598773
261,0.9883521053722548
262,0.9769565724258339
263,0.9978935681662899
264,0.9983308953164833
265,0.9787564911189596
266,0.9476340936024772
267,0.5175398989013797
268,0.993204351977683
269,0.8979233598775042
270,0.9678908006948159
271,0.9524003270635923
272,0.9727773315004428
273,0.9453383218561654
274,0.30606670920849266
275,0.9955317888866916
276,0.9898799959221384
277,0.9927915223797014
278,0.9960221889163168
279,0.6947836690411566
280,0.31459851024240587
281,0.9996826768181513
282,0.9856973924222531
283,0.06612635309282468
284,0.7457301317460974
285,0.993877759275913
286,0.8401379689066573
287,0.9979218001050136
288,0.9947772090338616
289,0.7881678500520105
290,0.9766054076894056
291,0.04526053701006054
292,0.6125559314467832
293,0.9976637912430082
294,0.9658390782549169
295,0.9750925547426798
296,0.09756153264121119
297,0.0021342893874665065
298,0.9520851204237396
299,0.06512601858709581
300,0.9912445488953099
301,0.5269135414066409
302,0.9981348894687931
303,0.1264631775057337
304,0.6153136510615769
305,0.9738204951031126
306,0.9457796189376143
307,0.9319023972217115
308,0.9957699768514704
309,0.2514174991626945
310,0.8971044211030286
311,0.9941525446342413
312,0.885264415035052
313,0.9437073469354891
314,0.9783206693321312
315,0.9988704749066993
316,0.994231412746737
317,0.34993609140652493
318,0.9570376721718696
319,0.17352623288458394
320,0.8868948307637169
321,0.9805737987620602
322,0.06767480292284173
323,0.999338504578009
324,0.928616194733644
325,0.7229727782471626
326,0.3049029171170515
327,0.8694284373040544
328,0.9787572749684432
329,0.9904055281564266
330,0.9675761712255999
331,0.9965461101842555
332,0.8804603049800748
333,0.9201339200421602
334,0.3894909008712183
335,0.988281336138824
336,0.7764585690934314
337,0.9914671591626024
338,0.9913935200766613
339,0.9242094013036405
340,0.972088904089633
341,0.9559645783763167
342,0.8749819486766874
343,0.7050528484484077
344,0.9963999530555432
345,0.9950143467987194
346,0.9735700631873487
347,0.8743105368751648
348,0.9439884299920501
349,0.9962738958831083
350,0.9764253035777022
351,0.2888343285481838
352,0.995870353194158
353,0.9382827109873345
354,0.08159411780438103
355,0.7567972919990442
356,0.9888519627804006
357,0.9157013957201975
358,0.9825569236647564
359,0.9066215559819443
360,0.07165029521488461
361,0.6861140267939986
362,0.7588395677284784
363,0.6779057083608379
364,0.4521832639425659
365,0.9950259813434444
366,0.9989663726826495
367,0.9956517878472316
368,0.9976384549517255
369,0.9467659894045146
370,0.9427787227093508
371,0.9833190671871133
372,0.9952882043031873
373,0.008629270336394388
374,0.14666851153374827
375,0.8261239195266187
376,0.9949934986441108
377,0.05121986864629556
378,0.9826915271550489
379,0.9991168707242155
380,0.4950225597453005
381,0.8418717102930112
382,0.8733341615267033
383,0.9911149810881079
384,0.8436994954859833
385,0.9694003594170735
386,0.9382466166197292
387,0.5428077050503808
388,0.9797861374620207
389,0.9321540009040165
390,0.9919106606031722
391,0.10580036104061268
392,0.942805219126936
393,0.9139746719344868
394,0.9788558681108992
395,0.8715353154562963
396,0.93143423411802
397,0.9995048460521052
